,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
2648,1366,2516.json,false,Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.,"crime,legal-issues",scott-hassett,Candidate for state Attorney General,Wisconsin,democrat,0.0,1.0,0.0,0.0,0.0,an email to supporters,"Asked why Hutchison signed off on taking up the earlier spending measure -- surely knowing her vote might generate sparks back home -- Hutchison spokesman Joe Pounder said: ""After the Democrats had their 60, Sen.  Hutchison felt it was important to register her vote for our defense priorities. ""Significantly, Hutchison later joined fellow Republicans and voted against passage of the Democratic health plan."
2666,1384,3975.json,false,Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,"labor,state-budget",peter-barca,State Representative,Wisconsin,democrat,0.0,2.0,2.0,3.0,1.0,a television interview,"ForAmerica said the Houston National Cemetery ""is preventing"" Christian prayer at military funerals. We found no current restrictions or even proof that anyone was stopped from saying a Christian prayer in the past. To the contrary, volunteers and the current cemetery director told us Christian prayers are welcome."
2673,1391,10038.json,false,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,"climate-change,energy,environment,message-machine-2014",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2.0,2.0,3.0,1.0,0.0,a campaign ad,":    Whether Paul meant al-Qaeda suicide attacks only, or all groups who have executed suicide campaigns against the U. S.  and its allies, was unclear. Either way, the number of suicide attacks against the U. S.  and its allies since 9/11 is not ""equivalent"" to the total before 9/11. The average number each month is actually greater than the total number that predated that day, so Paul is actually understating the magnitude. And the data support his underlying point that the number of attacks since Sept.  11, 2011, has grown."
2693,1411,1507.json,false,We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.,"energy,nuclear",harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,a television interview with Las Vegas political analyst Jon Ralston,
2696,1414,12983.json,false,On drilling off the Atlantic coast,energy,tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,,"Cupp said, ""There are actually only 30 countries that practice birthright citizenship, making the U. S.  kind of an anomaly. ""The United States is one of 33 countries around the world that offer citizenship to every person born on their soil. Among those 33, the United States admits the highest number of immigrants per year. In contrast, most other developed countries have added more requirements for citizenship. This makes the United States somewhat of an outlier on the issue. Clarification: Among the 33 countries with birthright citizenship, the United States admits the highest number of immigrants per year."
2705,1423,9379.json,false,Milwaukee has the second-highest number of children recovered from sex trafficking.,"children,crime,criminal-justice,sexuality",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,remarks on the House floor,"""Sen.  Reid agrees that dry-cask storage is not the permanent solution,"" which is why hesupported creating a blue-ribbon commission to come up with recommendations for permanent disposal, Summers said. He added, though, that ""dry-cask storage is already securing waste at over half of the nations nuclear sites. ""But even if you accept that Reid was merely advocating dry-cask storage as something less than a permanent solution -- an interpretation wedid not make when saw the interview --Reid's comment suggests a finality on this debate that simply isn't there. Using the word ""solved"" to describe a hard-fought and highly technical debate strikes us as inadvisable."
2714,1432,344.json,false,"Americans ""have never paid more for gas at the pump.""",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a campaign rally in Alexandria, Va.","""The other ones would have had a little tougher time. ""Whitsett said that gun-control advocates were within ""one vote of enacting each"" of the seven bills into law. Had he focused on Senate Bill 700 specifically, we might be inclined to agree. But some of the other bills did not even receive a hearing and there is no guarantee that others would have passed in the Senate, let alone received the 31 votes needed in the House."
2717,1435,6676.json,false,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",elections,gilberto-hinojosa,"Chairman, Texas Democratic Party",Texas,democrat,0.0,4.0,1.0,2.0,1.0,a comment while attending the Democratic National Convention.,"Our rating Moore said ""Milwaukee has the second-highest"" number of children recovered from sex trafficking. Pimp prosecutions, FBI crackdowns and a local study have established that child sex trafficking is a serious problem in Milwaukee. There simply is no comprehensive data available comparing cities on the extent of the problem, nor on the number of children who are recovered from the trafficking."
2751,1469,3371.json,false,"Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible.",education,andy-brown,Attorney,Texas,democrat,0.0,1.0,0.0,1.0,0.0,a web post.,"Fasano, an advocate for cracking down on unscrupulous pain clinics, underscores his argument for more regulation with an attention-grabbing statistic: an average of seven people die each day from prescription drugs. The numbers from Florida's top law enforcement agency bear him out. However,not all of the prescription-related deaths originated at pill mills. Experts say that figure is hard to quantify."
2789,1507,5725.json,false,Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration.,city-government,cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a news conference,Wentworth was the sole Republican senator to vote against the sonogram measure. But a House Republican consistently opposed it and two others voted against going along with the final Senate-amended plan that passed into law.
2801,1519,6081.json,false,Most tips left at Dunkin Donuts dont go to employees.,"economy,jobs,workers",christopher-blazejewski,Rhode Island State Representative,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a debate on the House floor,"But as a spokeswoman for the mayor acknowledged, the Newark Housing Authority initiated the arbitration process."
2817,1535,1746.json,false,On whether to run for the U.S. Senate as an independent.,elections,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,various comments over the past few months,"Our rating    Baldwin, in her recent statements, did not renounce her support for a single-payer system so much as deflect questions about it. But her line about being content to work now on implementing ""Obamacare"" is inconsistent with her public vow to push hard to go even further -- to a public option that could lead to a single-payer system. Baldwin did not say she was permanently shelving her prior strategy, but is setting it aside right now."
2822,1540,4003.json,false,There is a Republican plan to end Medicare.,"health-care,medicare",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a campaign fund-raising letter,"As a result, undocumented immigrants who need emergency delivery would already have been on emergency Medicaid anyway. The Poizner campaign has a point that coverage of emergency care for illegal immigrants -- including pregnancy costs -- is not cheap, costing upwards of $800 million a year. And that amount seems destined to rise, judging by the recent history of inflation in the health care sector and perhaps an increase in the number of illegal immigrants residing in the state. So the state's burden for providing health care to illegal immigrants may go up, but it is not accurate for the Poizner campaign to blame that development either on the new federal health care law or on the Democratic president who pushed for it. The new federal law specifically prevents illegal immigrants from benefitting, and most of the additional indirect costs that might be expected from expanding the Medicaid rolls are already being paid in California by different state or local government accounts. For these reasons, the phrase ""a skyrocketing cost under Obamacare"" is a gross exaggeration."
2826,1544,3325.json,false,Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets.,"labor,state-budget",ed-garvey,"Attorney, blogger",Wisconsin,democrat,0.0,2.0,0.0,0.0,0.0,a newspaper column and blog post,"The Daily Caller charged that Shaheen ""was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election. ""Shaheen and six other Democratic Senators did send letters broadly connected to the issue of scrutinizing the activities of nonprofit groups. Their concern was that some groups abuse tax-exempt privileges by calling themselves social welfare organizations while spending a majority of their money on influencing politics. The letters werent secret, they didnt cite Lerner or other Obama appointees, and they didnt single out conservative groups."
2855,1573,646.json,false,On whether he wants to be vice president.,elections,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,,And their count is off by one; the McCain family actually owns eight. We'll be monitoring this property issue as the campaign goes on. It's possible that there are other properties owned by corporate entities related to the McCains of which we are not aware.
2872,1590,7055.json,false,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,"health-care,medicare",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a debate,"During a recent discussion of the crisis in Japan, Beck used a parable about the Japanese people as a way to bring up the story of West's time as a military officer in Iraq. To be clear, we're not judging whether West should have done what he did, or whether it was honorable. We're simply seeing if Beck got the story right. Beck embellishes on some of the points of the record. West did report the incident to his superior, though it's unclear how much he said. And the investigation into the shooting occurred after another solider complained. The ""terrorist,"" Hamoodi, was a person offered up by an informant who was never charged with wrongdoing and ultimately released. And even West admits that Hamoodi may have had nothing to do with an assassination plot. No plot was ever uncovered. It's an interesting story about West, so we think it's important to keep it as close to the facts as possible."
2878,1596,2584.json,false,"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.","crime,message-machine,state-budget",loranne-ausley,,Florida,democrat,0.0,1.0,1.0,0.0,0.0,a TV ad.,"The average number of inmates sitting in state prison decreased by about 1,000 a day between 2011 and 2013. Another state report showed the year-round number of inmates had declined in the past two years from 40,648 to 35,111. To sum up, Deal said Georgia has saved $20 million through changes in sentencing. State data show there has been a $20 million decrease in the amount of money spent housing state inmates in county jails."
2886,1604,13379.json,false,Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.,congress,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a press conference,"During a radio debate, Ken Block said, ""The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200. ""He then mentioned the word ""tax or taxes"" five more times. But there is no garbage tax. And only those who request an extra barrel or are discarding bulky items and mattresses will pay any extra fees. In fairness, Block later used the word ""fee,"" and ""additional fee. ""But we believe the average listener would conclude that Block was talking about a hike in -- or extra fee beyond -- an existing ""garbage tax. ""Only 80 residents have so far requested an extra barrel."
2943,1661,1369.json,false,"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",health-care,ben-nelson,U.S. Senator,Nebraska,democrat,0.0,1.0,0.0,0.0,0.0,a speech on the Senate floor,"Sperling denied the administration had a ""magic number"" for how many people it wanted to see enrolled through the exchanges for health insurance coverage. No one knows how many people need to sign up to make the health care law work. And Sperling has a point that the mix of individuals signing up is likely more important than the raw number. But the Obama administration has used a number -- 7 million by March -- in the past."
2951,1669,7509.json,false,Georgia has the most lax gun laws in the nation.,guns,donzella-james,State Senator,Georgia,democrat,0.0,1.0,0.0,0.0,0.0,a speech,"While Perry didnt personally tell the media he wouldnt take  the raise, a gubernatorial spokesman speaking on his behalf was quoted  in newspaper articles as saying so. Perrys spokeswoman told us hes made  charitable donations exceeding the additional dollars that came his way  in the raise. But thats not the same as not accepting the raise in the  first place. Nor has Perry used the opt-out provision put  into the law to allow him to do so."
2969,1687,305.json,false,I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Myrtle Beach, S.C.","We asked, and in an email response, a spokeswoman for the organization said doctors and nurses at Planned Parenthood health centers provide clinical breast exams and refer patients to facilities with technicians for mammograms based on breast exams, age or family history. Planned Parenthood also refers women to breast specialists when a potential abnormality is found and follow-up tests are needed. And with the organizations expanded breast health initiative, Planned Parenthood will be able to cover the cost of this specialized care for more women, the email said. Handels statement that Planned Parenthood doesnt provide mammograms and only refers clients for those services at other facilities is supported by the organization itself."
2998,1716,9136.json,false,Glenn Hegar promised to eliminate the property tax.,"state-budget,state-finances,taxes",mike-collier,,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a campaign email blast,"Sears said, ""Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death. ""Sears reached this conclusion by doing some math based on data provided by the Centers for Disease Control and Prevention. Nor do the specific years we looked at -- going back to 2006 -- back up Sears specific range."
2999,1717,3205.json,false,"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.","county-budget,health-care",jim-sullivan,"Former State Senator, 5th District",Wisconsin,democrat,1.0,2.0,2.0,0.0,0.0,a meeting with Journal Sentinel reporters and editors,"These prizes may not count for Lynn, but they sure do for lottery experts, other lottery players and the Georgia Lottery. A free ticket is considered an item of material value, and it is therefore inherently considered a prize, just like cash, a car or any other prize offered by the gaming operator. The Georgia Lotterys stated odds printed on the Monopoly Millionaire instant game are accurate."
3009,1727,2465.json,false,On running a civil and polite campaign,"message-machine,campaign-advertising",roy-barnes,Attorney,Georgia,democrat,0.0,0.0,3.0,3.0,1.0,a television interview,"Jolly said he never lobbied for offshore drilling. But a lobbyist disclosure statement contradicts that, and Jolly said later that he did attend a meeting in which the legislation was discussed even though he didnt actively lobby for it. When we looked into the rules of lobbying, it seems that the situation as he describes it -- being at a meeting but not actively pushing the measure with elected officials -- technically counts as being part of a communication about the proposal. Well never know the specifics of the meeting in question, and given the vague nature of lobbying reporting, the events may very well have been as low-key as he describes. But when it comes to the letter of the law, the way Jolly describes the incident counts as lobbying, experts say."
3033,1751,808.json,false,"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",education,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Hempstead, N.Y.","On March 28, Anheuser-Busch announced plans to buy Chicago craft beermaker Goose Island. ""Sales of these more expensive and more sophisticated craft beers are a tiny drop in the bucket compared to mass market beer sales, but theyre growing faster than mainstream beers,"" according to a National Public radio story about the deal. Last September, CNBC reported that publicly-traded craft beer companies had seen ""explosive growth"" in the U. S.  while overall beer sales were down. And an August MarketWatch report said: ""While beer consumption in recent quarters has remained mostly anemic for the major commercial beer brewers. . . sales for premium or so-called craft beers have continued at a steady pace."
3040,1758,4278.json,false,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,"education,state-budget",ken-plum,State delegate,Virginia,democrat,0.0,1.0,0.0,1.0,0.0,a newspaper column.,"(You can't see it from the moon, for instance. )The Great Wall has a ""less than glorious past,"" writes Julia Lovell in her 2006 book,     The Great Wall: China against the World, 1000 B. C. -A. D.  2000    . ""The forces that walls were designed to keep out  highly mobile nomadic tribes  tended to gallop along frontier walls until they found weaknesses in them or, less effortfully, simply bribe wavering Chinese generals to open key wall forts,"" Lovell said in an e-mail interview from Beijing. In her book she quotes Genghis Khan, who said: ""The strength of walls depends on the courage of those who guard them."
3058,1776,1364.json,false,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.","health-care,workers",tom-harkin,U.S. Senator,Iowa,democrat,0.0,1.0,1.0,1.0,0.0,a Senate floor speech,"Kaine said, ""I havent switched my position"" on TPP. Though Kaine voted to give Obama fast-track authority to negotiate trade deals, a piece of legislation that paved the groundwork for TPP, he never took an official position on the deal itself. Throughout 2015, he reiterated he would oppose the deal if it didnt have strong environmental and labor provisions. But in July 2016, Kaine repeatedly praised TPP for including those exact protections. Days later, as Clintons running mate, he came out against the trade deal."
3096,1814,5894.json,false,On support for gay marriage.,"civil-rights,families,gays-and-lesbians,marriage",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a TV interview,"Obama said the Justice Department has ""taken on more than 100 voting rights cases since 2009. ""Obamas statement was somewhat vague, because he didnt explain during his speech what he meant by ""taken on"" cases. Some listeners could have interpreted that to mean all cases in which the department was the plaintiff. That's not the case though; the Justice Department has a list of 102 cases that include instances in which the department is the plaintiff, the defendant or played some other role."
3119,1837,11938.json,false,Drug overdoses are now the second-most common cause of death in New Hampshire.,"drugs,states",maggie-hassan,Candidate for governor,New Hampshire,democrat,1.0,2.0,2.0,4.0,0.0,her State of the State speech ,"""Over 31,000"" is therefore close enough for all practical purposes, Ulmer said. Isakson gets an A in arithmetic."
3122,1840,9595.json,false,Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,medicaid,mark-sickles,State delegate,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a speech.,"A report from the Jewish Virtual Library showed a 90 percent reduction in terrorism, and the Israeli government does cite the fence as the reason for the drop. But the data used is outdated and once more recent years are added, the drop since 2002 is more like 50 percent. Whats more experts say the barrier is but one reason for the decline."
3129,1847,5721.json,false,"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",immigration,charlie-gonzalez,U.S. House member,Texas,democrat,0.0,1.0,1.0,0.0,0.0,a conference call,"Hightower said the postal service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and the like and makes an ""operational profit year after year. ""The service funds operations from the sale of stamps and the like. Also, Congress in 1970 set a course for ending federal subsidies. But the last subsidies flowed in 1982, not 1971."
3134,1852,1017.json,false,On releasing photographs depicting the abuse of prisoners.,"human-rights,legal-issues,terrorism,transparency",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,legal filings,Sickles said that 70 percent of the states Medicaid spending goes to seniors in nursing homes. Hes way off; only 9. 7 percent of the money goes to that cause.
3141,1859,8851.json,false,"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.","job-accomplishments,jobs",brett-hulsey,,,democrat,1.0,3.0,0.0,0.0,0.0,a radio interview,"Gonzalez could legitimately have targeted Romneys vow to immediately drop the federal challenge to Arizonas immigration-enforcement law as president. Instead, the Democrats statement to reporters mischaracterizes Romneys salute to Arizonas 2007 mandate that employers electronically verify the legal status of employees. That E-Verify requirement was not in the 2010 Arizona law."
3174,1892,6464.json,false,"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.","federal-budget,health-care,medicare,social-security",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,a campaign flier,"Trump said that Hillary Clinton ""viciously"" attacked women who accused Bill Clinton of abuse. Bill Clinton certainly has been accused of sexual assault and having affairs. The record shows Hillary Clinton played a role in defending her husband, and that the Clintons first presidential campaign deployed tough tactics to defend against stories of consensual sex. But in the cases of alleged abuse by Broaddrick, Willey and Jones, Hillary Clinton was largely silent. The words she allegedly had with Broaddrick are subject to interpretation. Approving the release of Willeys letters does qualify as an attack, but using a persons words against them is a fairly tame tactic. And Clinton did not attack Jones directly."
3176,1894,8553.json,false,Our national debt is as low as it has been since World War II.,"debt,federal-budget",goldie-taylor,MSNBC contributor,Georgia,democrat,0.0,1.0,0.0,0.0,0.0,"an interview with Al Sharpton on MSNBC's ""PoliticsNation""","I don't think that's being deceptive. And it passed the Senate  with just three (though we note that one of them, Arlen Specter of Pennsylvania,  is now a Democrat). So it's certainly fair to say the stimulus passed  without the help of the Republican caucus."
3224,1942,956.json,false,No Bridge to Nowhere could occur.,federal-budget,charles-schumer,Senator,New York,democrat,2.0,2.0,2.0,3.0,0.0,a TV interview,"With a mother who died of cancer, Walsh is practically a poster child for the  kind of person who the task force believes ought to get a mammogram before 50. And she gets her insurance through her husband's insurance. Nothing in the  health care bill would change how she (or the four out of five Americans like her)  would have received care through employer insurance. More importantly, Americans  for Prosperity seized on an issue -- free mammograms for women between 40 and 50  -- that was specifically taken care of with not one, but two, Senate amendments."
3236,1954,7006.json,false,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,"candidates-biography,federal-budget,medicare",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5.0,5.0,7.0,4.0,0.0,a debate,But the legislator who sponsored it didn't think it was a waste. It's a matter of opinion. And there are no rules in place today that would prevent a legislator from proposing an earmark that he or she deems worthwhile but that others deem wasteful.
3250,1968,12215.json,false,On supporting winner of Democratic primary with her superdelegate vote.,"elections,states",martha-laning,,,democrat,0.0,0.0,0.0,0.0,0.0,an interview,The calendar for all is set by Cantor and congressional leadership.
3252,1970,7842.json,false,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,"climate-change,congressional-rules,environment,federal-budget,infrastructure",alan-grayson,U.S. House of Representatives,Florida,democrat,6.0,5.0,4.0,11.0,1.0,a news release,"But what about D. C. 's outright ban of guns?Obama not only didn't correct Harris' characterization of support for the D. C.  gun ban, his answer seemed to affirm that it was accurate. By and large, Obama's fence-sitting has been pretty consistent."
3291,2009,11151.json,false,On the Cuba embargo.,"congress,florida,foreign-policy,trade",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech in Miami,"A Pryor for Senate ad said, ""Tom Cotton voted against preparing America for pandemics like Ebola. ""Cotton voted against one version of a 2013 pandemic and emergency preparedness bill. However, Cotton voted for the final version, which Pryor also supported. The bill easily became law."
3292,2010,11280.json,false,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,"debt,education,federal-budget,taxes",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech,"Using the numbers available at the time -- which subsequently have been revised to be more favorable to the president -- and starting the count in January 2009, the ad is correct about the 1,500 jobs lost per day."
3305,2023,108.json,false,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",education,john-edwards,former senator,North Carolina,democrat,0.0,2.0,4.0,4.0,1.0,"Des Moines, Iowa.","""And that's not the church that Mr.  Obama attends. ""Some may argue over how quickly Obama intends to ""march toward global zero"" -- Obama has said he's not even sure it's possible in his lifetime. Obama has always noted that as long as other countries retain nuclear weapons, the United States will maintain a strong nuclear arsenal. Nonetheless, Obama has consistently and repeatedly stated that his ultimate goal is to enact policies that bring the world closer to his ultimate goal: a world without nuclear weapons."
3338,2056,4757.json,false,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",elections,john-wisniewski,State Assemblyman,New Jersey,democrat,2.0,2.0,0.0,1.0,0.0,a memo on behalf of the New Jersey Democratic State Committee,"Chelsea Clinton said Sanders health care plan would ""empower"" governors ""to take away health insurance for low-income and middle-income working Americans. ""Under Sanders plan, Americans would lose their current health insurance. However, his proposal would replace their health insurance and cover the currently uninsured. The program would auto-enroll every citizen and legal resident, all of whom would be entitled to benefits. While the plan would give governors authority to administer health insurance within their states, it includes provisions to allow federal authorities to take over if the governors refuse to implement it. Its impossible to predict with certainty how Sanders plan would play out in real life. But Clintons statement makes it sound like Sanders plan would leave many people uninsured, which is antithetical to the goal of Sanders proposal: universal health care."
3339,2057,4772.json,false,Sixty-percent of the state retirees...dont get Social Security.,"corrections-and-updates,labor,public-service,retirement,social-security,state-finances,workers",kathleen-connell,"Senior state director, Rhode Island AARP",Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a hearing,"At the hearing, Chaffetz presented a chart that showed the number of abortions at Planned Parenthood rising higher than the number of preventive services and cancer screenings between 2006 and 2013. In fact, there were three times as many cancer screenings and prevention services as abortions in 2013. Experts in data presentation said this was an egregious example of using a chart to mislead."
3383,2101,5301.json,false,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,"campaign-finance,candidates-biography",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a press release,"Saslaw said the 49 other states keep raising their gas tax. Twenty-five states have not raised their gas tax in a decade or more, and 14 of those states -- including Virginia -- have gone at least two decades without an increase."
3400,2118,7180.json,false,"Says, In the last four years weve cut $36 million in ongoing revenue.","city-budget,city-government",sam-adams,Mayor of Portland,Oregon,democrat,3.0,2.0,5.0,2.0,0.0,a budget meeting,"In fact, the CBO has said a year-by-year projection of the bill's budget effect beyond the first 10 years would ""not be meaningful because the uncertainties involved are simply too great. ""It's natural to want to translate the CBO's GDP projection into actual dollars (Who can get their head around a half a percent of GDP 10 to 20 years from now?). And the GDP projections used to extrapolate the $1. 2 trillion figure may be perfectly reasonable, if highly speculative. But Pelosi puts a firm number on a projection that CBO so carefully tried to hedge."
3404,2122,154.json,false,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.",bush-administration,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"Philadelphia, Pa.","Here, Obama cites McCain's average presidential support score since Bush was elected. We checked our math, and although we had first said Obama was off by 1 percent, we have since realized that Obama wasn't, we were. It's 90 percent on the nose."
3444,2162,10032.json,false,"The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va.",terrorism,ben-affleck,"Actor, director, activist",,democrat,0.0,1.0,0.0,0.0,0.0,"an interview on ""Real Time with Bill Maher""","That number has since dropped a bit  to $98. 86 as of Friday afternoon. Redoing the math, what we spend abroad comes awfully close to the billion-dollar figure Obama quotes. We'll allow him to round up."
3445,2163,7109.json,false,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,"drugs,marijuana,poverty",joseph-joe-deshotel,Attorney,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a press release.,"Obama said, ""Since I came into office  we have increased the VA budget by 85 percent. ""Obama has a point that the VA has seen significant percentage increases during his tenure, particularly for a period of budgetary belt-tightening elsewhere. However, its a stretch for him to take credit for that, since so much of the increase stemmed from mandatory spending that originated witha continuing stream of veterans returning home and qualifying for benefits. Obama hasalso cherry-picked the highest numerical figure he could have."
3450,2168,12643.json,false,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.,"corrections-and-updates,ethics,foreign-policy,technology",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,an interview on MSNBC,
3452,2170,7971.json,false,"When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.","crime,guns",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3.0,5.0,2.0,1.0,0.0,a speech,"Harris quoted Romney as saying the housing market should be allowed to ""hit the bottom"" so the crisis could ""run its course. ""He did say that, but he also said that when new investors come in and rehab homes, the market could then ""turn around and come back up. ""Romney also suggested hed be open to refinancing options that would help some homeowners stay in their homes. Thats important context omitted from Harris speech."
3462,2180,6700.json,false,"Says U.S. Senate candidate Tommy Thompson admitted that Washington, D.C., changed him into an insider selling his influence to make millions from powerful special interests.","bush-administration,candidates-biography,federal-budget,message-machine-2012",democratic-senatorial-campaign-committee,,,democrat,1.0,2.0,3.0,1.0,0.0,a TV ad,"Most state lawmakers were sworn in only a few weeks ago, so we can't predict how many states will consider soda-tax proposals this year. But already, legislators have introduced bills to impose or raise the tax on sodas and/or snack foods in Arizona, Connecticut, Hawaii, Mississippi, New Mexico, New York, Oklahoma, Oregon, South Dakota, Vermont and West Virginia, according to separate legislative tracking by the Center for Consumer Freedom, a pro-business advocacy group, and Yale Universitys Rudd Center for Food Policy and Obesity. So while Congress has not been active on this proposal since it was dropped from the health care law, it's been proposed in many states. The ad is correct that ""some politicians  want to put new taxes on a lot of groceries."
3486,2204,1179.json,false,"Preventive care ""saves money.""",health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech to Congress,But thats not what Barbour said -- he said the numbers were the strongest going back to President Johnson in the late 1960s. And that was not the case.
3487,2205,6593.json,false,"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.",social-security,bill-nelson,,Florida,democrat,3.0,1.0,8.0,10.0,0.0,remarks at a campaign event,Its more generous exemption for dependents and lower tax rates would cut across income levels and reduce or eliminate many taxpayers' AMT exposure.
3488,2206,560.json,false,"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.",iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,Chicago,"McConnell said that the Senate had confirmed more Obama nominees than it had at the same point in Bushs term. Bush had 129 confirmations compared with 68 for Obama. McConnell should have included the detail about judges, as he has in the past, but he did not. It is unlikely that most viewers would have been able to fill in the missing words because not everyone is familiar with McConnells talking points."
