;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
439;439;439;439;439;439;Please tell me whether you favor or oppose Ukraine joining NATO in the next ten years.;{'United States': [0.6764705882352942, 0.3235294117647059], 'Britain': [0.5945945945945946, 0.40540540540540543]};['Support', 'Oppose'];"(A) Support
(B) Oppose";GAS;0,676472;0,594596;Support;Support;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;(B), 6;(B), 6;Oppose;Oppose;2.0;0.0;0.0;;;;;;;{'A': 'Support', 'B': 'Oppose'};1.0;
441;441;441;441;441;441;Did the US and its allies try very hard to avoid civilian casualties in Iraq or didn't they try hard enough?;{'United States': [0.8541666666666666, 0.14583333333333334], 'Britain': [0.6666666666666666, 0.3333333333333333]};"['Tried very hard', ""Didn't try hard enough""]";"(A) Tried very hard
(B) Didn't try hard enough";GAS;0,854168;0,666668;Tried very hard;Tried very hard;D. Politics and policy;2.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Didn't try hard enough;Didn't try hard enough;2.0;0.0;0.0;;;;;;;"{'A': 'Tried very hard', 'B': ""Didn't try hard enough""}";1.0;
442;442;442;442;442;442;Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? b. hardworking;{'United States': [0.8, 0.19, 0.01], 'Britain': [0.75, 0.18, 0.07]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,800001;0,750001;Yes;Yes;A. Social values and attitudes;3.0;Likert Scale;Society, Culture, and Relationships;(A), 9;(A), 8;Yes;Yes;3.0;1.0;1.0;;;;;;;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};1.0;
443;443;443;443;443;443;Does this statement describe your country very well, somewhat well, not too well, or not well at all? a. Elected officials care what ordinary people think;{'United States': [0.08, 0.33, 0.29, 0.29, 0.01], 'Britain': [0.09, 0.33, 0.31, 0.24, 0.03]};['Very well', 'Somewhat well', 'Not too well', 'Not well at all', 'DK/Refused'];"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GAS;0,330001;0,330001;Somewhat well;Somewhat well;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Somewhat well;Somewhat well;5.0;1.0;1.0;;;;;;;{'A': 'Very well', 'B': 'Somewhat well', 'C': 'Not too well', 'D': 'Not well at all', 'E': 'DK/Refused'};1.0;
444;444;444;444;444;444;As I read some specific US policies tell me if you approve or disapprove of them...President Bush calling Iraq, Iran and North Korea an Axis of Evil;{'United States': [0.6222222222222222, 0.37777777777777777], 'Britain': [0.367816091954023, 0.632183908045977]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,622223;0,632185;Approve;Disapprove;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 6;(B), 9;Disapprove;Disapprove;2.0;1.0;0.0;;;;;;;{'A': 'Approve', 'B': 'Disapprove'};0.0;
445;445;445;445;445;445;I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how important is it...to give bribes to get ahead in life, where 0 means not important at all and 10 means very important?;{'United States': [0.47959183673469385, 0.061224489795918366, 0.061224489795918366, 0.07142857142857142, 0.061224489795918366, 0.061224489795918366, 0.09183673469387756, 0.030612244897959183, 0.030612244897959183, 0.04081632653061224, 0.01020408163265306], 'Britain': [0.37755102040816324, 0.07142857142857142, 0.05102040816326531, 0.11224489795918367, 0.07142857142857142, 0.07142857142857142, 0.08163265306122448, 0.05102040816326531, 0.04081632653061224, 0.05102040816326531, 0.02040816326530612]};['Not important at all', 1.0, 'Very important', 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0];"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GAS;0,479593;0,377552;Not important at all;Not important at all;D. Politics and policy;11.0;Numerical Scale;Politics and Governance;(C), 6;(B), 6;1.0;Very important;11.0;0.7325581395348837;0.6627906976744187;;;;;;;{'A': 'Not important at all', 'B': 1.0, 'C': 'Very important', 'D': 2.0, 'E': 3.0, 'F': 4.0, 'G': 5.0, 'H': 6.0, 'I': 7.0, 'J': 8.0, 'K': 9.0};1.0;
446;446;446;446;446;446;In a family, when it comes to making important decisions about ____, do you think …? c. Their family's religious practices;{'United States': [0.14, 0.19, 0.64, 0.03], 'Britain': [0.23, 0.07, 0.65, 0.05]};['Men generally have more influence', 'Women generally have more influence', 'Men and women generally have about the same influence', 'DK/Refused'];"(A) Men generally have more influence
(B) Women generally have more influence
(C) Men and women generally have about the same influence
(D) DK/Refused";GAS;0,640001;0,650001;Men and women generally have about the same influence;Men and women generally have about the same influence;B. Religion and spirituality;4.0;Likert Scale;Economy, Health, and Environment;(C), 6;(C), 6;Men and women generally have about the same influence;Men and women generally have about the same influence;4.0;1.0;1.0;;;;;;;{'A': 'Men generally have more influence', 'B': 'Women generally have more influence', 'C': 'Men and women generally have about the same influence', 'D': 'DK/Refused'};1.0;
448;448;448;448;448;448;Thinking about the future of your country, please tell me whether you feel generally optimistic or generally pessimistic about the following areas. b. Reducing the gap between the rich and poor;{'United States': [0.33, 0.61, 0.02, 0.04], 'Britain': [0.22, 0.76, 0.01, 0.01]};['Optimistic', 'Pessimistic', 'Neither (DO NOT READ)', 'DK/Refused'];"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GAS;0,610001;0,760001;Pessimistic;Pessimistic;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 6;(A), 9;Optimistic;Pessimistic;4.0;0.791044776119403;1.0;;;;;;;{'A': 'Optimistic', 'B': 'Pessimistic', 'C': 'Neither (DO NOT READ)', 'D': 'DK/Refused'};1.0;
450;450;450;450;450;450;Do you think there is a natural conflict between being a devout Christian and living in a modern society, or don't you think so?;{'United States': [0.31868131868131866, 0.6813186813186813], 'Britain': [0.2553191489361702, 0.7446808510638298]};['Yes, there is conflict', 'No, there is not a conflict'];"(A) Yes, there is conflict
(B) No, there is not a conflict";GAS;0,681320;0,744682;No, there is not a conflict;No, there is not a conflict;B. Religion and spirituality;2.0;Binary Choice;Economy, Health, and Environment;(B), 6;(B), 6;No, there is not a conflict;No, there is not a conflict;2.0;1.0;1.0;;;;;;;{'A': 'Yes, there is conflict', 'B': 'No, there is not a conflict'};1.0;
451;451;451;451;451;451;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Rising prices;{'United States': [0.53, 0.34, 0.1, 0.03, 0.0], 'Britain': [0.46464646464646464, 0.37373737373737376, 0.13131313131313133, 0.030303030303030304, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,530001;0,464647;Very big problem;Very big problem;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Very big problem;Very big problem;5.0;1.0;1.0;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};1.0;
452;452;452;452;452;452;"Which comes closer to describing your view?...China will eventually replace the U.S. as the world's leading superpower; China has already replaced the U.S. as the world's leading superpower; or China will never replace the U.S. as the world's leading superpower?";{'United States': [0.3829787234042553, 0.10638297872340426, 0.5106382978723404], 'Britain': [0.5106382978723404, 0.11702127659574468, 0.3723404255319149]};['Will eventually replace US', 'Has already replaced US', 'Will never replace US'];"(A) Will eventually replace US
(B) Has already replaced US
(C) Will never replace US";GAS;0,510639;0,510639;Will never replace US;Will eventually replace US;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 7;(B), 6;Has already replaced US;Will eventually replace US;3.0;0.6296296296296297;0.2962962962962963;;;;;;;{'A': 'Will eventually replace US', 'B': 'Has already replaced US', 'C': 'Will never replace US'};0.2962962962962963;
453;453;453;453;453;453;I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, or not a threat to your country? g. Large numbers of people moving from one country to another;{'United States': [0.35353535353535354, 0.3838383838383838, 0.25252525252525254, 0.010101010101010102], 'Britain': [0.39, 0.42, 0.19, 0.0]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,383839;0,420001;Minor threat;Minor threat;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Minor threat;Minor threat;4.0;1.0;1.0;;;;;;;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};1.0;
454;454;454;454;454;454;Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… a. Promotes peace;{'United States': [0.72, 0.24, 0.04], 'Britain': [0.81, 0.18, 0.01]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,720001;0,810001;Yes;Yes;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Yes;Yes;3.0;1.0;1.0;;;;;;;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};1.0;
455;455;455;455;455;455;Which statement comes closer to your own views - even if neither is exactly right…Most government officials care what people like me think or Most government officials do not care what people like me think?;{'United States': [0.0, 0.0, 0.0, 0.0, 0.54, 0.0, 0.45, 0.01, 0.0, 0.0], 'Britain': [0.0, 0.0, 0.0, 0.3401015228426396, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['Government officials care', 'Government officials do not care', 'Neither/Both equally (VOL)', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Government officials care
(B) Government officials do not care
(C) Neither/Both equally (VOL)
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(G) Few of the problems facing our country can be solved by working with other countries
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;D. Politics and policy;10.0;Multiple Choice;Politics and Governance;(B), 6;(A), 9;Government officials care;Government officials do not care;10.0;0.0;0.0;;;;;;;{'A': 'Government officials care', 'B': 'Government officials do not care', 'C': 'Neither/Both equally (VOL)', 'D': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'E': 'Many of the problems facing our country can be solved by working with other countries', 'F': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'G': 'Few of the problems facing our country can be solved by working with other countries', 'H': 'DK/Refused', 'I': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'J': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.0;
456;456;456;456;456;456;I'd like to ask your opinion about some international issues.Please tell me how concerned you are, if at all, about each of them - are you very concerned, somewhat concerned, not too concerned or not at all concerned?...tensions between Russia and neighboring countries ;{'United States': [0.44329896907216493, 0.3917525773195876, 0.10309278350515463, 0.061855670103092786], 'Britain': [0.422680412371134, 0.4020618556701031, 0.12371134020618557, 0.05154639175257732]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,443300;0,422681;Very concerned;Very concerned;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Very concerned;Very concerned;4.0;1.0;1.0;;;;;;;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};1.0;
457;457;457;457;457;457;Here are a few questions about how the war in Iraq may have changed your opinion of the U.S. Did the U.S. military show itself to be stronger or weaker than you expected?;{'United States': [0.7604166666666666, 0.14583333333333334, 0.09375], 'Britain': [0.5, 0.34782608695652173, 0.15217391304347827]};['Stronger', 'Weaker', 'Same (VOL.)'];"(A) Stronger
(B) Weaker
(C) Same (VOL.)";GAS;0,760418;0,500001;Stronger;Stronger;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Weaker;Weaker;3.0;0.6666666666666666;0.6666666666666666;;;;;;;{'A': 'Stronger', 'B': 'Weaker', 'C': 'Same (VOL.)'};1.0;
458;458;458;458;458;458;As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...Our way of life needs to be protected against foreign influence.;{'United States': [0.34375, 0.375, 0.17708333333333334, 0.10416666666666667], 'Britain': [0.34375, 0.3020833333333333, 0.23958333333333334, 0.11458333333333333]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,375001;0,343751;Mostly agree;Completely agree;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(A), 9;(A), 9;Completely agree;Completely agree;4.0;1.0;0.7402597402597403;;;;;;;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};0.7402597402597403;
459;459;459;459;459;459;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? b. the United States;{'United States': [0.51, 0.46, 0.03], 'Britain': [0.58, 0.37, 0.05]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,510001;0,580001;Yes, respects personal freedoms;Yes, respects personal freedoms;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;No, does not respect personal freedoms;No, does not respect personal freedoms;3.0;0.6111111111111112;0.6111111111111112;;;;;;;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};1.0;
460;460;460;460;460;460;If an innocent people were being killed by the army, the police or another tribe, in another country, who would you trust most to do something to stop the killings?;{'United States': [0.031914893617021274, 0.02127659574468085, 0.010638297872340425, 0.06382978723404255, 0.010638297872340425, 0.776595744680851, 0.02127659574468085, 0.06382978723404255], 'Britain': [0.06666666666666667, 0.03333333333333333, 0.011111111111111112, 0.5, 0.011111111111111112, 0.26666666666666666, 0.011111111111111112, 0.1]};['France', 'Germany', 'China', 'Britain', 'Japan', 'United States', 'Russia', 'None of these (VOL)'];"(A) France
(B) Germany
(C) China
(D) Britain
(E) Japan
(F) United States
(G) Russia
(H) None of these (VOL)";GAS;0,776597;0,500001;United States;Britain;G. International affairs;8.0;Multiple Choice;Economy, Health, and Environment;(F), 9;(F), 6;United States;United States;8.0;0.0;1.0;;;;;;;{'A': 'France', 'B': 'Germany', 'C': 'China', 'D': 'Britain', 'E': 'Japan', 'F': 'United States', 'G': 'Russia', 'H': 'None of these (VOL)'};0.0;
461;461;461;461;461;461;I’d like your opinion about some possible international concerns for your country. Do you think that ____ is a major threat, a minor threat or not a threat to your country? a. China’s power and influence;{'United States': [0.48, 0.38, 0.1, 0.04], 'Britain': [0.2871287128712871, 0.43564356435643564, 0.21782178217821782, 0.0594059405940594]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,480001;0,435645;Major threat;Minor threat;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Major threat;Major threat;4.0;0.7377049180327868;1.0;;;;;;;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};0.7377049180327868;
462;462;462;462;462;462;In your opinion, would it be a good thing or a bad thing if the European Union becomes as powerful as the US?;{'United States': [0.39759036144578314, 0.6024096385542169], 'Britain': [0.5617977528089888, 0.43820224719101125]};['Good', 'Bad'];"(A) Good
(B) Bad";GAS;0,602411;0,561799;Bad;Good;D. Politics and policy;2.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Bad;Bad;2.0;0.0;1.0;;;;;;;{'A': 'Good', 'B': 'Bad'};0.0;
463;463;463;463;463;463;Over the past 20 years, do you think family ties in your country have become stronger, weaker, or do you think there has been no change?;{'United States': [0.13, 0.64, 0.2, 0.03], 'Britain': [0.13131313131313133, 0.5454545454545454, 0.2828282828282828, 0.04040404040404041]};['Stronger', 'Weaker', 'No change', 'DK/Refused'];"(A) Stronger
(B) Weaker
(C) No change
(D) DK/Refused";GAS;0,640001;0,545456;Weaker;Weaker;L. Family and relationships;4.0;Ordinal Scale;Society, Culture, and Relationships;(B), 6;(C), 6;No change;Weaker;4.0;0.7916666666666667;1.0;;;;;;;{'A': 'Stronger', 'B': 'Weaker', 'C': 'No change', 'D': 'DK/Refused'};1.0;
464;464;464;464;464;464;Have you heard about last year's riots by youths from immigrant and working class suburbs in France and elsewhere?;{'United States': [0.5555555555555556, 0.4444444444444444], 'Britain': [0.8, 0.2]};['Yes, have heard of it', 'No, have not heard of it'];"(A) Yes, have heard of it
(B) No, have not heard of it";GAS;0,555557;0,800001;Yes, have heard of it;Yes, have heard of it;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;(A), 9;(A), 9;Yes, have heard of it;Yes, have heard of it;2.0;1.0;1.0;;;;;;;{'A': 'Yes, have heard of it', 'B': 'No, have not heard of it'};1.0;
466;466;466;466;466;466;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Lack of employment opportunities;{'United States': [0.5454545454545454, 0.32323232323232326, 0.10101010101010101, 0.030303030303030304, 0.0], 'Britain': [0.5454545454545454, 0.31313131313131315, 0.10101010101010101, 0.04040404040404041, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,545456;0,545456;Very big problem;Very big problem;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Very big problem;Very big problem;5.0;1.0;1.0;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};1.0;
467;467;467;467;467;467;Do you think that relations these days between Muslims around the world and people in Western countries such as the United States and Europe are generally good or generally bad?;{'United States': [0.4673913043478261, 0.5217391304347826, 0.010869565217391304], 'Britain': [0.42105263157894735, 0.5473684210526316, 0.031578947368421054]};['Generally good', 'Generally bad', 'Neither (VOL)'];"(A) Generally good
(B) Generally bad
(C) Neither (VOL)";GAS;0,521740;0,547369;Generally bad;Generally bad;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Generally bad;Generally bad;3.0;1.0;1.0;;;;;;;{'A': 'Generally good', 'B': 'Generally bad', 'C': 'Neither (VOL)'};1.0;
469;469;469;469;469;469;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...The spread of HIV/AIDS and other infectious diseases;{'United States': [0.3979591836734694, 0.4387755102040816, 0.15306122448979592, 0.01020408163265306], 'Britain': [0.18085106382978725, 0.44680851063829785, 0.3191489361702128, 0.05319148936170213]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GAS;0,438777;0,446810;Moderately big problem;Moderately big problem;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Very big problem;Very big problem;4.0;0.7674418604651163;0.7674418604651163;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all'};1.0;
470;470;470;470;470;470;In response to the situation involving Russia and Ukraine, do you support or oppose each of the following actions?...NATO sending arms to the Ukrainian government;{'United States': [0.5168539325842697, 0.48314606741573035], 'Britain': [0.4827586206896552, 0.5172413793103449]};['Support', 'Oppose'];"(A) Support
(B) Oppose";GAS;0,516855;0,517242;Support;Oppose;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(A), 9;(A), 9;Support;Support;2.0;0.0;1.0;;;;;;;{'A': 'Support', 'B': 'Oppose'};0.0;
471;471;471;471;471;471;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Crime;{'United States': [0.48, 0.44, 0.07, 0.01, 0.0], 'Britain': [0.44, 0.43, 0.1, 0.01, 0.02]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,480001;0,440001;Very big problem;Very big problem;Q. Security;5.0;Likert Scale;Politics and Governance;(A), 9;(A), 9;Very big problem;Very big problem;5.0;1.0;1.0;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};1.0;
472;472;472;472;472;472;Thinking about the issue of HIV/AIDS in our country, do you think HIV/AIDS is a bigger or a smaller problem now than it was 5 years ago, or is the problem of HIV/AIDS about the same as it was 5 years ago?;{'United States': [0.4421052631578947, 0.15789473684210525, 0.4], 'Britain': [0.4782608695652174, 0.11956521739130435, 0.40217391304347827]};['Bigger problem', 'Smaller problem', 'About the same'];"(A) Bigger problem
(B) Smaller problem
(C) About the same";GAS;0,442106;0,478262;Bigger problem;Bigger problem;N. Economy and work;3.0;Ordinal Scale;Economy, Health, and Environment;(C), 7;(C), 6;About the same;About the same;3.0;0.3148148148148149;0.3148148148148149;;;;;;;{'A': 'Bigger problem', 'B': 'Smaller problem', 'C': 'About the same'};1.0;
473;473;473;473;473;473;When children today in the public grow up, do you think they will be better off or worse off financially than their parents?;{'United States': [0.31683168316831684, 0.6732673267326733, 0.0, 0.009900990099009901], 'Britain': [0.32, 0.64, 0.02, 0.02]};['Better off', 'Worse off', 'Same (DO NOT READ)', 'DK/Refused'];"(A) Better off
(B) Worse off
(C) Same (DO NOT READ)
(D) DK/Refused";GAS;0,673268;0,640001;Worse off;Worse off;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Worse off;Worse off;4.0;1.0;1.0;;;;;;;{'A': 'Better off', 'B': 'Worse off', 'C': 'Same (DO NOT READ)', 'D': 'DK/Refused'};1.0;
474;474;474;474;474;474;Some feel that we should rely on a democratic form of government to solve our country's problems.Others feel that we should rely on a leader with a strong hand to solve our country's problems.Which comes closer to your opinion?;{'United States': [0.5698924731182796, 0.43010752688172044, 0.0], 'Britain': [0.6129032258064516, 0.3870967741935484, 0.0]};"['Democratic form of government', 'Strong leader', ""Don't know/Refused""]";"(A) Democratic form of government
(B) Strong leader
(C) Don't know/Refused";GAS;0,569893;0,612904;Democratic form of government;Democratic form of government;D. Politics and policy;3.0;Multiple Choice;Politics and Governance;(A), 9;(A), 9;Democratic form of government;Democratic form of government;3.0;1.0;1.0;;;;;;;"{'A': 'Democratic form of government', 'B': 'Strong leader', 'C': ""Don't know/Refused""}";1.0;
475;475;475;475;475;475;Which of these characteristics do you associate with Americans? Do you associate inventive with Americansor not?;{'United States': [0.84375, 0.15625], 'Britain': [0.6736842105263158, 0.3263157894736842]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,843751;0,673685;Yes;Yes;N. Economy and work;2.0;Binary Choice;Economy, Health, and Environment;(A), 9;(A), 7;Yes;Yes;2.0;1.0;1.0;;;;;;;{'A': 'Yes', 'B': 'No'};1.0;
476;476;476;476;476;476;In your opinion, should the International Criminal Court be allowed to try your country soldiers accused of war crimes if the your country government refuses to try them, or not?;{'United States': [0.42528735632183906, 0.5747126436781609], 'Britain': [0.5591397849462365, 0.44086021505376344]};['Yes, International Criminal Court should try soldiers', 'No, International Criminal Court should not try soldiers'];"(A) Yes, International Criminal Court should try soldiers
(B) No, International Criminal Court should not try soldiers";GAS;0,574714;0,559141;No, International Criminal Court should not try soldiers;Yes, International Criminal Court should try soldiers;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 6;(B), 6;No, International Criminal Court should not try soldiers;No, International Criminal Court should not try soldiers;2.0;0.0;1.0;;;;;;;{'A': 'Yes, International Criminal Court should try soldiers', 'B': 'No, International Criminal Court should not try soldiers'};0.0;
477;477;477;477;477;477;Which statement comes closer to your view about your country’s involvement in the global economy, even if neither is exactly right? It is a good thing because it provides your country with new markets and opportunities for growth, It is a bad thing because it lowers wages and costs jobs in your country;{'United States': [0.0, 0.29743589743589743, 0.0, 0.18974358974358974, 0.0, 0.015384615384615385, 0.29743589743589743, 0.2], 'Britain': [0.0, 0.3401015228426396, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['It is a good thing because it provides (survey country) with new markets and opportunities for growth', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'It is a bad thing because it lowers wages and costs jobs in (survey country)', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Neither (VOL)', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) It is a good thing because it provides (survey country) with new markets and opportunities for growth
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) It is a bad thing because it lowers wages and costs jobs in (survey country)
(D) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(E) Neither (VOL)
(F) DK/Refused
(G) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(H) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,297437;0,350255;If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;N. Economy and work;8.0;Multiple Choice;Economy, Health, and Environment;(A), 8;(G), 6;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;It is a good thing because it provides (survey country) with new markets and opportunities for growth;8.0;1.0;0.0;;;;;;;{'A': 'It is a good thing because it provides (survey country) with new markets and opportunities for growth', 'B': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'C': 'It is a bad thing because it lowers wages and costs jobs in (survey country)', 'D': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'E': 'Neither (VOL)', 'F': 'DK/Refused', 'G': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'H': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.0;
