;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff;question_type;goqa_score_us;goqa_ukMA_usMA_score;goqa_ukMA_usGT_score;goqa_ukGT_usMA_score;goqa_ukGT_usGT_score;goqa_score_uk
106;106;106;In response to the situation involving Russia and Ukraine, do you support or oppose each of the following actions?...Ukraine becoming a member of NATO;{'United States': [0.6888888888888889, 0.3111111111111111], 'Britain': [0.6951219512195121, 0.3048780487804878]};['Support', 'Oppose'];"(A) Support
(B) Oppose";GAS;0,688890;0,695123;Support;Support;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 6.;(B), 6.;Oppose;Oppose;2.0;0.0;0.0;0.0;;;0.0;0.9072692;0.993767;{'A': 'Support', 'B': 'Oppose'};0.993767;0.993767;Binary Choice;0.0;1.0;0.0;0.0;1.0;0.0
107;107;107;Now thinking about our economic situation, how would you describe the current economic situation in your country - is it very good, somewhat good, somewhat bad or very bad?;{'United States': [0.05, 0.25, 0.36, 0.33, 0.01], 'Britain': [0.019801980198019802, 0.18811881188118812, 0.42574257425742573, 0.3564356435643564, 0.009900990099009901]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,360001;0,425744;Somewhat bad;Somewhat bad;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(C), 7.;(C), 7.;Somewhat bad;Somewhat bad;5.0;1.0;1.0;1.0;;;1.0;0.6157624;0.934257;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};0.934257;0.934257;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
108;108;108;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Muslims;{'United States': [0.2289156626506024, 0.4578313253012048, 0.20481927710843373, 0.10843373493975904, 0.0], 'Britain': [0.18604651162790697, 0.5581395348837209, 0.16279069767441862, 0.09302325581395349, 0.0]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Never heard of'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) Never heard of";GAS;0,457832;0,558141;Somewhat favorable;Somewhat favorable;Q. Security;5.0;Likert Scale;Politics and Governance;(E), 9.;(E), 10.;Never heard of;Never heard of;5.0;0.3465346534653466;0.3465346534653466;0.3465346534653466;;;0.3465346534653466;0.8163664;0.899691;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'Never heard of'};0.899691;0.899691;Ordinal Scale;0.3465356534653466;1.0;0.3465356534653466;0.3465356534653466;1.0;0.3465356534653466
109;109;109;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? b. the media can report the news without <state or government> censorship;{'United States': [0.7920792079207921, 0.1485148514851485, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802], 'Britain': [0.77, 0.13, 0.05, 0.04, 0.01]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,792080;0,770001;Very important;Very important;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(B), 9.;(B), 7.;Somewhat important;Somewhat important;5.0;0.8163265306122449;0.8163265306122449;0.8163265306122449;;;0.8163265306122449;0.95775265;0.977921;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};0.977921;0.977921;Ordinal Scale;0.816327530612245;1.0;0.816327530612245;0.816327530612245;1.0;0.816327530612245
110;110;110;Which statement comes closer to your own views, even if neither is exactly right: The European Union should negotiate international trade agreements on behalf of Germany, or The German government should negotiate trade agreements for Germany rather than the EU;{'United States': [0.0, 0.0, 0.0, 0.54, 0.0, 0.45, 0.01, 0.0, 0.0], 'Britain': [0.0, 0.0, 0.3401015228426396, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['The European Union should negotiate international trade agreements on behalf of Germany', 'The German government should negotiate trade agreements for Germany rather than the EU', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) The European Union should negotiate international trade agreements on behalf of Germany
(B) The German government should negotiate trade agreements for Germany rather than the EU
(C) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(D) Many of the problems facing our country can be solved by working with other countries
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) DK/Refused
(H) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(I) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;D. Politics and policy;9.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;The German government should negotiate trade agreements for Germany rather than the EU;The German government should negotiate trade agreements for Germany rather than the EU;9.0;0.4147368421052632;0.763157894736842;0.4147368421052632;;;0.763157894736842;0.48675615;0.651578947368421;{'A': 'The European Union should negotiate international trade agreements on behalf of Germany', 'B': 'The German government should negotiate trade agreements for Germany rather than the EU', 'C': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'D': 'Many of the problems facing our country can be solved by working with other countries', 'E': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'F': 'Few of the problems facing our country can be solved by working with other countries', 'G': 'DK/Refused', 'H': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'I': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.651578947368421;0.8102538071065989;Multiple Choice;0.7631588947368421;1.0;0.7631588947368421;0.41473784210526315;0.6515799473684211;0.41473784210526315
111;111;111;Some countries are considering a ban on Muslim women wearing full veils that cover all of the face except the eyes in public places including schools, hospitals, and government offices. Would you approve or disapprove of such a ban in your country?;{'United States': [0.3010752688172043, 0.6989247311827957], 'Britain': [0.6595744680851063, 0.3404255319148936]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,698926;0,659575;Disapprove;Approve;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 7.;(B), 7.;Disapprove;Disapprove;2.0;0.0;1.0;0.0;;;1.0;0.9637948;0.0;{'A': 'Approve', 'B': 'Disapprove'};0.0;0.9606497369023106;Multiple Choice;1.0;1.0;1.0;0.0;0.0;0.0
112;112;112;Which of these characteristics do you associate with Muslims?...Greedy...Do you associate this with Muslims or not?;{'United States': [0.22727272727272727, 0.7727272727272727], 'Britain': [0.18823529411764706, 0.8117647058823529]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,772728;0,811766;No;No;M. Race and ethnicity;2.0;Binary Choice;Society, Culture, and Relationships;(B), 9.;(B), 9.;No;No;2.0;1.0;1.0;1.0;;;1.0;1.0;0.960962;{'A': 'Yes', 'B': 'No'};0.960962;0.960962;Binary Choice;1.0;1.0;1.0;1.0;1.0;1.0
113;113;113;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...U.S. Presidential candidate Barack Obama;{'United States': [0.22340425531914893, 0.3829787234042553, 0.1702127659574468, 0.22340425531914893], 'Britain': [0.15294117647058825, 0.5764705882352941, 0.1411764705882353, 0.12941176470588237]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,382980;0,576472;Some confidence;Some confidence;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Some confidence;Some confidence;4.0;1.0;1.0;1.0;;;1.0;0.51279557;0.806508;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};0.806508;0.806508;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
114;114;114;All things considered, do you think that Muslim nations should be more economically prosperous than they are today, or don't you think so?;{'United States': [0.6666666666666666, 0.3333333333333333], 'Britain': [0.7468354430379747, 0.25316455696202533]};['Yes, should be more prosperous', 'No, should not be more prosperous'];"(A) Yes, should be more prosperous
(B) No, should not be more prosperous";GAS;0,666668;0,746836;Yes, should be more prosperous;Yes, should be more prosperous;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(A), 7.;(B), 6.;No, should not be more prosperous;Yes, should be more prosperous;2.0;0.0;1.0;0.0;;;1.0;1.0000002;0.919832;{'A': 'Yes, should be more prosperous', 'B': 'No, should not be more prosperous'};0.919832;0.919832;Multiple Choice;1.0;0.0;0.0;1.0;1.0;0.0
115;115;115;Do you have friends or relatives who live in another country that you write to, telephone or visit regularly?;{'United States': [0.28, 0.72, 0.0], 'Britain': [0.63, 0.37, 0.0]};"['Yes', 'No', ""Don't know/Refused""]";"(A) Yes
(B) No
(C) Don't know/Refused";GAS;0,720001;0,630001;No;Yes;N. Economy and work;3.0;Binary Choice;Economy, Health, and Environment;(B), 6.;(B), 6.;No;No;3.0;0.0;1.0;0.0;;;1.0;1.0000002;0.0;"{'A': 'Yes', 'B': 'No', 'C': ""Don't know/Refused""}";0.0;0.91;Multiple Choice;1.0;1.0;1.0;0.0;0.0;0.0
116;116;116;Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? e. the European Union;{'United States': [0.06, 0.56, 0.24, 0.08, 0.06], 'Britain': [0.06, 0.59, 0.21, 0.09, 0.05]};['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'DK/Refused'];"(A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused";GAS;0,560001;0,590001;Somewhat good job;Somewhat good job;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(C), 7;(B), 7.;Somewhat good job;Somewhat bad job;5.0;1.0;0.7586206896551724;1.0;;;0.7586206896551724;0.94285977;0.97;{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'DK/Refused'};0.97;0.97;Ordinal Scale;0.7586216896551724;0.7586216896551724;1.0;0.7586216896551724;1.0;1.0
117;117;117;Which of these comes closer to your view?...Our traditional way of life is getting lost, OR our traditional way of life remains strong;{'United States': [0.7448979591836735, 0.25510204081632654], 'Britain': [0.8105263157894737, 0.18947368421052632]};['Our traditional way of life is getting lost', 'Our traditional way of life remains strong'];"(A) Our traditional way of life is getting lost
(B) Our traditional way of life remains strong";GAS;0,744899;0,810527;Our traditional way of life is getting lost;Our traditional way of life is getting lost;A. Social values and attitudes;2.0;Likert Scale;Society, Culture, and Relationships;(B), 9.;(B), 7.;Our traditional way of life remains strong;Our traditional way of life remains strong;2.0;0.0;0.0;0.0;;;0.0;0.9999999;0.934372;{'A': 'Our traditional way of life is getting lost', 'B': 'Our traditional way of life remains strong'};0.934372;0.934372;Multiple Choice;0.0;1.0;0.0;0.0;1.0;0.0
118;118;118;Before the war the U.S. and Britain claimed that Iraq had weapons of mass destruction. These weapons have yet to be found. Why do you think they made this claim: [READ];{'United States': [0.550561797752809, 0.34831460674157305, 0.10112359550561797], 'Britain': [0.5217391304347826, 0.44565217391304346, 0.03260869565217391]};['US and British leaders weremisinformed by bad intelligence', 'US and British leaders lied to provide a reason for invading', 'WMD might still be found (VOL)'];"(A) US and British leaders weremisinformed by bad intelligence
(B) US and British leaders lied to provide a reason for invading
(C) WMD might still be found (VOL)";GAS;0,550563;0,521740;US and British leaders weremisinformed by bad intelligence;US and British leaders weremisinformed by bad intelligence;D. Politics and policy;3.0;Multiple Choice;Politics and Governance;(B), 7.;(B), 9.;US and British leaders lied to provide a reason for invading;US and British leaders lied to provide a reason for invading;3.0;0.0;0.0;0.0;;;0.0;0.7575365;0.971177;{'A': 'US and British leaders weremisinformed by bad intelligence', 'B': 'US and British leaders lied to provide a reason for invading', 'C': 'WMD might still be found (VOL)'};0.971177;0.971177;Multiple Choice;0.0;1.0;0.0;0.0;1.0;0.0
119;119;119;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? c. the public;{'United States': [0.6363636363636364, 0.35353535353535354, 0.010101010101010102], 'Britain': [0.68, 0.32, 0.0]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,636365;0,680001;Yes, respects personal freedoms;Yes, respects personal freedoms;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;No, does not respect personal freedoms;No, does not respect personal freedoms;3.0;0.6111111111111112;0.6111111111111112;0.6111111111111112;;;0.6111111111111112;0.17349215;0.956364;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};0.956364;0.956364;Multiple Choice;0.6111121111111112;1.0;0.6111121111111112;0.6111121111111112;1.0;0.6111121111111112
120;120;120;I'd like your opinion about some possible international concerns for your country. What if the Taliban regained control of Afghanistan, would this be a major threat, a minor threat or not a threat to the well being of your country?;{'United States': [0.7916666666666666, 0.17708333333333334, 0.03125], 'Britain': [0.631578947368421, 0.28421052631578947, 0.08421052631578947]};['Major threat', 'Minor threat', 'Not a threat'];"(A) Major threat
(B) Minor threat
(C) Not a threat";GAS;0,791668;0,631580;Major threat;Major threat;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 9.;(B), 7.;Minor threat;Major threat;3.0;0.6595744680851063;1.0;0.6595744680851063;;;1.0;0.7829995;0.839912;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat'};0.839912;0.839912;Ordinal Scale;1.0;0.6595754680851064;0.6595754680851064;1.0;1.0;0.6595754680851064
121;121;121;I'd like your opinion about some possible international concerns for your country. Do you think that political instability in Pakistan is a major threat, a minor threat or not a threat to your country? ;{'United States': [0.4111111111111111, 0.4777777777777778, 0.1111111111111111], 'Britain': [0.34065934065934067, 0.5164835164835165, 0.14285714285714285]};['Major threat', 'Minor threat', 'Not a threat'];"(A) Major threat
(B) Minor threat
(C) Not a threat";GAS;0,477779;0,516485;Minor threat;Minor threat;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(B), 6.;Minor threat;Minor threat;3.0;1.0;1.0;1.0;;;1.0;0.86405575;0.961294;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat'};0.961294;0.961294;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
122;122;122;Do you think media organizations should be able to publish information about these types of things OR the government should be able to prevent media organizations from publishing information about these types of things in some circumstances. c. sensitive issues related to national security;{'United States': [0.35, 0.59, 0.06], 'Britain': [0.29, 0.66, 0.05]};['Media organizations should be able to publish information about these things', 'Government should be able to prevent media organizations from publishing information about these things', 'DK/Refused'];"(A) Media organizations should be able to publish information about these things
(B) Government should be able to prevent media organizations from publishing information about these things
(C) DK/Refused";GAS;0,590001;0,660001;Government should be able to prevent media organizations from publishing information about these things;Government should be able to prevent media organizations from publishing information about these things;D. Politics and policy;3.0;Binary Choice;Politics and Governance;(B), 7.;(B), 7.;Government should be able to prevent media organizations from publishing information about these things;Government should be able to prevent media organizations from publishing information about these things;3.0;1.0;1.0;1.0;;;1.0;0.8070508;0.93;{'A': 'Media organizations should be able to publish information about these things', 'B': 'Government should be able to prevent media organizations from publishing information about these things', 'C': 'DK/Refused'};0.93;0.93;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
123;123;123;What do you think about the growing trade and business ties between your country and other countries - do you think it is a very good thing, somewhat good, somewhat bad or a very bad thing for our country?;{'United States': [0.31, 0.43, 0.14, 0.07, 0.05], 'Britain': [0.5, 0.39, 0.06, 0.02, 0.03]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,430001;0,500001;Somewhat good;Very good;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Somewhat good;Somewhat good;5.0;0.8169014084507042;1.0;0.8169014084507042;;;1.0;0.90668434;0.8169014084507042;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};0.8169014084507042;0.93;Ordinal Scale;1.0;1.0;1.0;0.8169024084507043;0.8169024084507043;0.8169024084507043
124;124;124;Please tell me whether you completely agree, mostly agree, mostly disagree, or completely disagree with the following statements...When jobs are scarce, men should have more right to a job than women;{'United States': [0.05, 0.08, 0.18, 0.67, 0.02], 'Britain': [0.050505050505050504, 0.09090909090909091, 0.1919191919191919, 0.6565656565656566, 0.010101010101010102]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree', 'DK/Refused'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GAS;0,670001;0,656567;Completely disagree;Completely disagree;A. Social values and attitudes;5.0;Likert Scale;Society, Culture, and Relationships;(C), 9.;(C), 9;Mostly disagree;Mostly disagree;5.0;0.7912087912087913;0.7912087912087913;0.7912087912087913;;;0.7912087912087913;0.2341536;0.986566;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree', 'E': 'DK/Refused'};0.986566;0.986566;Ordinal Scale;0.7912097912087913;1.0;0.7912097912087913;0.7912097912087913;1.0;0.7912097912087913
125;125;125;And as a consequence of the war, do you have more confidence or less confidence that the US wants to promote democracy all around the world?;{'United States': [0.7419354838709677, 0.22580645161290322, 0.03225806451612903], 'Britain': [0.45054945054945056, 0.4945054945054945, 0.054945054945054944]};['More', 'Less', 'Same (VOL.)'];"(A) More
(B) Less
(C) Same (VOL.)";GAS;0,741936;0,494506;More;Less;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 7.;(A), 7.;More;Less;3.0;0.7333333333333334;0.7333333333333334;0.7333333333333334;;;0.7333333333333334;0.8247093;0.7333333333333334;{'A': 'More', 'B': 'Less', 'C': 'Same (VOL.)'};0.7333333333333334;0.7525700106345268;Likert Scale;0.7333343333333334;0.7333343333333334;1.0;1.0;0.7333343333333334;0.7333343333333334
126;126;126;Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower economic growth, Air pollution is the price we have to pay for continued economic growth;{'United States': [0.0, 0.0, 0.54, 0.0, 0.0, 0.45, 0.0, 0.01, 0.0, 0.0, 0.0], 'Britain': [0.0, 0.3401015228426396, 0.0, 0.0, 0.15228426395939088, 0.0, 0.0, 0.005076142131979695, 0.0, 0.350253807106599, 0.15228426395939088]};['We should reduce air pollution even if it means slower economic growth', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'Air pollution is the price we have to pay for continued economic growth', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'Both (VOL)', 'DK/Refused', 'Neither (VOL)', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) We should reduce air pollution even if it means slower economic growth
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) Air pollution is the price we have to pay for continued economic growth
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) Both (VOL)
(H) DK/Refused
(I) Neither (VOL)
(J) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(K) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;D. Politics and policy;11.0;Likert Scale;Politics and Governance;(J), 7;(J), 7;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;11.0;1.0;0.5395152792413067;1.0;;;0.5395152792413067;1.0;0.5395152792413067;{'A': 'We should reduce air pollution even if it means slower economic growth', 'B': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'C': 'Many of the problems facing our country can be solved by working with other countries', 'D': 'Air pollution is the price we have to pay for continued economic growth', 'E': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'F': 'Few of the problems facing our country can be solved by working with other countries', 'G': 'Both (VOL)', 'H': 'DK/Refused', 'I': 'Neither (VOL)', 'J': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'K': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.5395152792413067;0.8102538071065989;Multiple Choice;0.5395162792413067;1.0;0.5395162792413067;1.0;0.5395162792413067;1.0
127;127;127;Now, thinking about some possible economic concerns for the country. Do you think that rising prices pose(s) a major threat, a minor threat, or no threat to the economic well being of your country? ;{'United States': [0.6530612244897959, 0.30612244897959184, 0.04081632653061224], 'Britain': [0.6836734693877551, 0.29591836734693877, 0.02040816326530612]};['Major threat', 'Minor threat', 'No threat'];"(A) Major threat
(B) Minor threat
(C) No threat";GAS;0,653062;0,683674;Major threat;Major threat;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(B), 7.;Minor threat;Minor threat;3.0;0.6363636363636364;0.6363636363636364;0.6363636363636364;;;0.6363636363636364;0.9121349;0.969388;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'No threat'};0.969388;0.969388;Ordinal Scale;0.6363646363636364;1.0;0.6363646363636364;0.6363646363636364;1.0;0.6363646363636364
128;128;128;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...British Prime Minister Tony Blair;{'United States': [0.4111111111111111, 0.4222222222222222, 0.07777777777777778, 0.044444444444444446, 0.044444444444444446], 'Britain': [0.14285714285714285, 0.37755102040816324, 0.24489795918367346, 0.23469387755102042, 0.0]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Never heard of'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) Never heard of";GAS;0,422223;0,377552;Somewhat favorable;Somewhat favorable;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(E), 9.;(E), 9.;Never heard of;Never heard of;5.0;0.3465346534653466;0.3465346534653466;0.3465346534653466;;;0.3465346534653466;0.92362666;0.955329;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'Never heard of'};0.955329;0.955329;Ordinal Scale;0.3465356534653466;1.0;0.3465356534653466;0.3465356534653466;1.0;0.3465356534653466
129;129;129;Now I'm going to read a list of political leaders. For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...U.S. Secretary of State Hillary Clinton.;{'United States': [0.35051546391752575, 0.422680412371134, 0.1134020618556701, 0.1134020618556701], 'Britain': [0.125, 0.53125, 0.19791666666666666, 0.14583333333333334]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,422681;0,531251;Some confidence;Some confidence;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Some confidence;Some confidence;4.0;1.0;1.0;1.0;;;1.0;0.34441674;0.89143;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};0.89143;0.89143;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
130;130;130;I'd like your opinion about some possible international concerns for your country. Do you think that China's power and influence is a major threat, a minor threat or not a threat to your country? ;{'United States': [0.4631578947368421, 0.4, 0.1368421052631579], 'Britain': [0.3118279569892473, 0.4731182795698925, 0.21505376344086022]};['Major threat', 'Minor threat', 'Not a threat'];"(A) Major threat
(B) Minor threat
(C) Not a threat";GAS;0,463159;0,473119;Major threat;Minor threat;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(B), 7.;Minor threat;Minor threat;3.0;1.0;0.6595744680851063;1.0;;;0.6595744680851063;0.9483285;0.6595744680851063;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat'};0.6595744680851063;0.9900396151669496;Ordinal Scale;0.6595754680851064;1.0;0.6595754680851064;1.0;0.6595754680851064;1.0
131;131;131;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...public debt;{'United States': [0.6494845360824743, 0.25773195876288657, 0.061855670103092786, 0.030927835051546393], 'Britain': [0.5510204081632653, 0.35714285714285715, 0.08163265306122448, 0.01020408163265306]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GAS;0,649486;0,551021;Very big problem;Very big problem;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(A), 9.;(C), 7.;Small problem;Very big problem;4.0;0.4651162790697675;1.0;0.4651162790697675;;;1.0;0.81834525;0.901535;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all'};0.901535;0.901535;Ordinal Scale;1.0;0.46511727906976746;0.46511727906976746;1.0;1.0;0.46511727906976746
132;132;132;How likely do you think it is that women in our country will eventually have the same rights as men – very likely, somewhat likely, not too likely or not at all likely?;{'United States': [0.45, 0.3, 0.07, 0.03, 0.14, 0.01], 'Britain': [0.5, 0.31, 0.09, 0.04, 0.05, 0.01]};['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Women already have the same rights as men (DO NOT READ)', 'DK/Refused'];"(A) Very likely
(B) Somewhat likely
(C) Not too likely
(D) Not at all likely
(E) Women already have the same rights as men (DO NOT READ)
(F) DK/Refused";GAS;0,450001;0,500001;Very likely;Very likely;A. Social values and attitudes;6.0;Likert Scale;Society, Culture, and Relationships;(B), 7.;(B), 7;Somewhat likely;Somewhat likely;6.0;0.896551724137931;0.896551724137931;0.896551724137931;;;0.896551724137931;0.1679198;0.95;{'A': 'Very likely', 'B': 'Somewhat likely', 'C': 'Not too likely', 'D': 'Not at all likely', 'E': 'Women already have the same rights as men (DO NOT READ)', 'F': 'DK/Refused'};0.95;0.95;Ordinal Scale;0.8965527241379311;1.0;0.8965527241379311;0.8965527241379311;1.0;0.8965527241379311
