;essay_prompt_raw; essay_type;source;prompt_with_errors;essay_base;essay_from_error_prompt;essay_prompt_AAE;essay_from_AAE_prompt;prompt_with_errors_v2;essay_from_prompt_with_errors_v2
53;What do you consider to be the most important room in a house? Why is this room more important to you than any other room? Use specific reasons and examples to support your opinion.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Whât do you consider to be the most importânt room in a house? Why is this room more importânt to you thân any other room? Use specific reasons and examples to support your opinion.;;;"""What's the most important room in your house to you? Why that room? Explain with reasons and examples.""";;Whut do u consider to be the most importent room inna house? Why is dis room mo importent to u than any otha room? Use specifik reasons and exemples to suport ur opinyon.;
54;Some items (such as clothes or furniture) can be made by hand or by machine. Which do you prefer — items made by hand or items made by machine? Use reasons and specific examples to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Sum items (such as clothes or furnitures) can be made by hands or by machines. Which do you prefer — items made by hands or items made by machines? Use reasons and specific examples to explain your choose.;;;"""You prefer stuff made by hand or by machine? Tell me why, use reasons and specific examples.""";;"Yor taksis tu make gramatical erors and turn teh providd sentense into brokan inglish.

Input: Sum itams (such as cloths or furiture) can be mad by hand or by mashine. Wich do yu prefer — itams mad by hand or itams mad by mashine? Use resons and specific xamples to xplain yur choics.

Example output: Do you agr or disagri with the followin statement? People never satisfie with what they have; they alwayz want sumthing more or sumthin differnt. Use specific resons to support your answr.";
55;A gift (such as a camera, a soccer ball, or an animal) can contribute to a child’s development. What gift would you give to help a child develop? Why? Use reasons and specific examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;A gift (such as a camera, a soccer ball, or an animal) can contribute to a child’s development. What gift would you gives to help a child develops? Whys? Use reasons and specific examples to support your choice.;;;"""What kind of gift would you give a kid to help them grow? Why that gift? Explain with reasons and examples.""";;A gif (sucha like camara, soccr ball, or anima) can contribut to child’s development. What gif wuld you give to help child develop? Why? Uze rezons and specific examples to support your choice.;
56;Some people choose friends who are different from themselves. Others choose friends who are similar to themselves. Compare the advantages of having friends who are different from you with the advantages of having friends who are similar to you. Which kind of friend do you prefer for yourself? Why?;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people choose friends who is different from themselves. Others choose friends who is similar to themselves. Compare the advantages of having friends who is different from you with the advantages of having friends who is similar to you. Which kind of friend do you prefer for yourself? Why?;;;"""Some folks choose friends different from them, others choose similar friends. Compare that. What type of friend you prefer? Why?""";;Some people choos frends who are diffrent frum thmselves. Others choos frends who are similar to themselve. Compr the adevantages of havin frends who are diffrent frm you wit the adevantages of havin frends who are similar to you. Which kind of frend do you prefer for yurself? Wy?;
57;Some people enjoy change, and they look forward to new experiences. Others like their lives to stay the same, and they do not change their usual habits. Compare these two approaches to life. Which approach do you prefer? Explain why.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples enjoys change, and they looks forward to new experiences. Others likes they lives to stay the same, and they do not change they're usual habits. Comparing these two approaches to life. Which approach does you prefer? Explain why.;;;"""Some people love new things, others like things the same. Which way you lean? Explain why.""";;Som peoples enjoy change and he lookin forward to new experience. Other like dem life stay da same and he doe not changin him usual habit. Compara dese two approache to life. Which approach do you prefur? Explaine why.;
58;"People learn in different ways. Some people learn by doing things; other people learn by reading about things; others learn by listening to people talk about things. Which of these methods of learning is best for you? Use specific examples to support your choice.";preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;"Peoples learn in different ways. Some people learn by do things; other peoples learn by read about things; others learn by listen to peoples talk about things. Which of these methods of learning are best for you? Use specific examples to support your choice.";;;"""People learn in different ways – doing, reading, or listening. Which works best for you? Use examples to support your choice.""";;"People learning in differnt way. Some people learning by thig; other peoples learning by sed thing; others learn by lsiting to peoples talk about thig. Which of these method of learning is good for you. Use special example to sport your choose.";
59;Some people prefer to plan activities for their free time very carefully. Others choose not to make any plans at all for their free time. Compare the benefits of planning free-time activities with the benefits of not making plans. Which do you prefer — planning or not planning for your leisure time? Use specific reasons and examples to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefers to plan activities for their free time very careful. Others choose not to makes any plans at all for their free time. Compare the benefit of planning free-time activities with the benefit of not making plans. Which do you prefer - planning or not planning for your leisure time? Use specific reason and example to explain your choices.;;;"""You like to plan your free time or just go with the flow? Compare the benefits of both. Which you prefer? Explain with reasons and examples.""";;Sum pepul prephr too plen aktivites for theyr free tyme very carefulli. Otherz chosez not to meyk any plan for them free tyme. Comparez duh benefitz of plennin free-tyme aktivitiez wit duh benefitz of not makin planz. Wich doo you prephr — plenin or not plenin for yur leisure tyme? Use specific rezons and exemples two explain yur choise.;
60;Some people think that the family is the most important influence on young adults. Other people think that friends are the most important influence on young adults. Which view do you agree with? Use examples to support your position.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Sum peopls think that the family are the most important infloence on young adult. Other people thinks that friends is the most important infloence on young adult. Which view do you aggrees with? Use examples to support you're position.;;;"""Family or friends, which got more influence on young adults? Which side you on? Use examples.""";;Sum pepole think that the family is the most importent influence on youngz adults. Other people think that da frenz are the most importent influence on youngz adults. Wich view do you agree with? Use xamples to support your position.;
61;Some people think that governments should spend as much money as possible on developing or buying computer technology. Other people disagree and think that this money should be spent on more basic needs. Which one of these opinions do you agree with? Use specific reasons and details to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people thinks that government should spend as much monies as possible on develop or buy computer technology. Other people disagrees and thinks that this moneys should be spending on more basic needs. Which one of these opinion do you agrees with? Uses specific reasons and details to supports your answer.;;;"""Should governments drop big money on tech or basic needs? Which side you with? Explain with specific reasons and details.""";;You agree or disagree wit the follow statement? Some peopl think that government shud spend as much money as possibl on developin or buying computr tecnoledgy. Others peopl disagre and think that this mony shuld be spnt on more basic needs. Whic one of these opinions do you agree wit? Us specific reasons and detail to supprt yur answer.;
62;Some people like doing work by hand. Others prefer using machines. Which do you prefer? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples likes do work by hand. Other prefers uses machines. Which do you prefers? Use specific reasons and examples to supports your answers.;;;"""You like doing work by hand or using machines? Which one and why? Support your answer with reasons and examples.""";;You agree or disagree with the followin statement? Some peoples lik doing work by hand. Other prefer use machine. Wich do you prefer? Use specific reason and examples to support your answer.;
63;People listen to music for different reasons and at different times. Why is music important to many people? Use specific reasons and examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;People listen to music for different reasons and at different times. Why is music important to many people? Use specific reasons and examples to support your choice.;;;"""Why is music important to so many people? Break it down with specific reasons and examples.""";;People listen musics for different reason and at different time. Why music is important for mant peoples? Use specific rezons and example to support yur choise.;
64;Groups or organizations are an important part of some people’s lives. Why are groups or organizations important to people? Use specific reasons and examples to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Groups or organizations is an important part of some people's life. Why are groups or organizations important to people? Use specific reasons and example to explain your answer.;;;"""Why are groups or organizations important to some people? Explain with reasons and examples.""";;Yur taks is to mak gramar erors and turn th input into brok english. Groups or organizations are a important part of som person's lives. Why are groups and organizations important to people? Use specific reasons and example to explain yur answer.;
65;Imagine that you are preparing for a trip. You plan to be away from your home for a year. In addition to clothing and personal care items, you can take one additional thing. What would you take and why? Use specific reasons and details to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Imagine that you is preparing for a trip. You plans to be away from your home for a year. In addition to clothings and personal care items, you can takes one additional thing. What would you takes and why? Use specific reasons and details to supports your choice.;;;"""Prepping for a year-long trip, you can take one extra thing besides clothes and personal stuff. What it be and why? Give reasons and details.""";;Imagine you prepar for trip. You plan to be awy from home for one year. Besid clothing and persnal care items, you can tke one more thing. What will you tke and why? Please use spcific reazons and detals to support your choise.;
66;When students move to a new school, they sometimes face problems. How can schools help these students with their problems? Use specific reasons and examples to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;When students movin to new school, they somtimes face problems. How can schools helps these students with them problems? Examples and specific reasons to explaining your answer.;;;"""How can schools help students who just moved and facing problems? Give specific reasons and examples.""";;Wen students moves to new skool, they somestimes face problem. How skools can helps these studnts wit dem problem? Use specific reasons and examples to explain yur anser.;
67;Every generation of people is different in important ways. How is your generation different from your parents’ generation? Use specific reasons and examples to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Evry generasion of people iz diffrent in importnt ways. How is your generasion different from your parents’ generasion? Use specifc reasons and examples to explain yur answer.;;;"""How is your generation different from your parents'? Explain with specific reasons and examples.""";;Every generations of people is difference in important way. How your generation different from your parents' generation? Use specific reasons and example to explaining your answer.;
68;Some students like classes where teachers lecture (do all of the talking) in class. Other students prefer classes where the students do some of the talking. Which type of class do you prefer? Give specific reasons and details to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some students likes classes where teachers lectures (do all of the talkings) in class. Other students prefers classes where the students do some of the talkings. Which type of class do you prefers? Gives specific reasons and details to supports your choices.;;;"""Some students like lecture classes, others prefer more talking. Which you like? Give reasons and details.""";;Some students likes classes where teacher speeches (do all of the talking) in class. Others students prefers classes where the students does some of the talking. Which kind of class do you prefer? Gives specific reasons and details to support your choosing.;
69;The 21st century has begun. What changes do you think this new century will bring? Use examples and details in your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;The 21st century has begin. What changes do you thinks this new century will brings? Use examples and details in your answer.;;;"""21st century just started. What changes you think it'll bring? Use examples and details in your answer.""";;Thuh twenty-oneth sentury has beguned. What changes duz yu think this new sentury wil brings? Use xamples and detalis in yur answer.;
70;What are some of the qualities of a good parent? Use specific details and examples to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What are some of the qualities of a good parent? Use specific detail and examples to explain your answer.;;;"""What makes a good parent? Use specific details and examples to explain.""";;What are some qualities that a good parent? Use spesific details and examples too explain yur ansr.;
71;In your country, is there more need for land to be left in its natural condition or is there more need for land to be developed for housing and industry? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;In your country, is there more need for land to be left in it's natural condition or is there more need for land to be developed for housing and industry? Use specific reasons and examples to support you're answer.;;;"""In your country, you think it's more important to keep land natural or to develop it for houses and industry? Why? Give specific reasons and examples.""";;In yur country, is there more need for land left in it's natural condition or is ther more need for land developed for house and industry? Use specific reasnz and examplez toe suport yur answer.;
72;Many people have a close relationship with their pets. These people treat their birds, cats, or other animals as members of their family. In your opinion, are such relationships good? Why or why not? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Many peopls have a close relationsip with they're pets. These people treats they're birds, cats, or other animals as memberses of they're family. In your opinon, are such relationsips good? Why or why not? Use specific reasons and examples to support you're answer.;;;"""A lot of folks got tight bonds with their pets, treating them like family. You think that's cool? Why or why not? Back it up with reasons and examples.""";;Many people has a clos relationship wit they pets. These peoples treat they birds, cats, or other animals as members of they family. In your opinion, is such relationships good? Why or why no? Use specific reasons and examples to support you answer.;
73;Films can tell us a lot about the country where they were made. What have you learned about a country from watching its movies? Use specific examples and details to support your response.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Film can tells us a lot about the country where they was made. What have you learned about a country from watching its movies? Use specific examples and detail to support your response.;;;"""Movies can tell us a lot about where they made. What you learned about a country from its films? Use examples and details.""";;Film can tells us lot bout the country where them was made. What have you learned about a country from watchin its movies? Use specific examples and details to supports your response.;
74;Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Sum students prefers to studie alone. Other prefers to studie with a group of students. Wich do you prefer? Use specific reasons and example to support your answer.;;;"""You prefer to study on your own or with a group? Tell me why, use specific reasons and examples.""";;U agree or not wit de following statement? Som studen prefer to study by demself. Others prefer to study wit friend. Which one u prefer? Use example and reason to support u answer.;
75;You have been told that dormitory rooms at your university must be shared by two students. Would you rather have the university assign a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and details to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;You have been told that the dormitory rooms at your university must be shared by two students. Would you rather have the university assigning a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and details to explain your answer.;;;"""You gotta share a dorm room at university. You want the school to pick your roommate or you wanna choose? Explain with reasons and details.""";;Yu have bein told tht dormitry roomz at yur universiti must b shared by two studnts. Would yu rathr hav the universiti assign a studnt to shar a room wit yu, or would yu rathr choose yur own rommate? Use spesific reasons and detals to xplain yur anser.;
76;Some people prefer to live in a small town. Others prefer to live in a big city. Which place would you prefer to live in? Use specific reasons and details to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people preEfer to lives in a smal town. Other preEfer to lives in a bigger cities. Whic place would you prefers to lives in? Use specifics reasons and detail to supports your answers.;;;"""You prefer living in a small town or a big city? Where you wanna live? Explain with reasons and details.""";;Some peoples prefer to live in small town. Othrs prefer live in big city. Which place you prefer live? Use specific reasons and details to support you ansr.;
77;Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some university requires students to take classes in many subjects. Other university requires students to specialize in one subject. Which is better? Uss specifix reasons and examples to support your answer.;;;"""Some universities want you to learn a bit of everything, others want you to focus on one thing. Which is better? Why? Use reasons and examples.""";;Do univesitis need student to take classes in mush subjects. Oter universities need student to spezalize in only on subject. Whch is more gud? Ther are specific reazons and examples to suport yur anser.;
78;Is it more important to be able to work with a group of people on a team or to work independently? Use reasons and specific examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Is it more importanter to be able to work with a group of people on a team or to work independently? Use reasons and specifik examples to support your ansers.;;;"""What's more important: being able to work in a team or working by yourself? Back your answer with reasons and examples.""";;Is it more importent to be abel too work wit a gruop of people on a teem or too work independentely? Use resons and specefic axamples to suport your ansr.;
79;Some people say that the Internet provides people with a lot of valuable information. Others think access to so much information creates problems. Which view do you agree with? Use specific reasons and examples to support your opinion.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Som people say that the internet provides people with lot of valuables informations. Other think access to so many informations creates problem. Which view do you agree with? Use specific reason and examples to support your opinions.;;;"""Some say the Internet gives us a lot of good info, others say it's too much and causes problems. Which side you on? Use reasons and examples.""";;Some peoples say dat da Intrenet provide peoples wit a lot of valorebul informashun. Others tink access to so much informashun creat problemz. Whuch vew do you agree wit? Use specifik reasons and examples to support yur opinion.;
80;Some people prefer to live in places that have the same weather or climate all year long. Others like to live in areas where the weather changes several times a year. Which do you prefer? Use specific reasons and examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefer to lives in place that has the same weather or climates all year long. Others likes to lives in areas where the weathers changes several times a years. Which do you prefer? Use specific reasons and examples to support your choices.;;;"""You like living where the weather's the same all year or where it changes? Why? Use specific reasons and examples.""";;Were person prefer live in place that has same wether or climat all year long. Other like live in area where wether change several time a year. Which you prefer? Use specific reason and example to support your choice.;
81;Some people prefer to eat at food stands or restaurants. Other people prefer to prepare and eat food at home. Which do you prefer? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefer to eats at foods stands or restaurants. Other peoples prefer to prepares and eats foods at homes. Which do you prefer? Uses specific reasons and examples to supports your answer.;;;"""You prefer to eat out or cook at home? Tell me why, use reasons and examples.""";;Sum peeple prefer to eat a food stand or resturants. Othir peeple prefers to pprepare and eats food at home. Wich do you prefers? Us specific reasons and examples to support yor answer.;
82;Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples believes that university students should be requires to attend classes. Other believes that going to classes should be optionals for students. Which point of view do you agrees with? Use specific reasons and details to explains your answers.;;;"""Should university students have to go to class or should it be optional? What's your take? Use specific reasons and details.""";;Some peoples believe that university student should be needed to attending class. Other believes that going classes should be optional for students. Which point of view do you agree with? Use specific reasons and detail to explain your answer.;
83;Some people think that they can learn better by themselves than with a teacher. Others think that it is always better to have a teacher. Which do you prefer? Use specific reasons to develop your essay.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;"Some peoples thinks that they can learns better by themselves than with a teacher. Others thinks that it are always better to have a teacher. Which do you prefers? Use specific reasons to develops your essay.
";;;"""Some folks think they learn better on their own than with a teacher. Which you prefer? Explain with your reasons.""";;Some people think that they can learning beter by themselvs than with a techer. Other think that it always beter to hav a techer. Which you prefer? Use spefik reasons to develop your essay.;
84;Some people believe that the Earth is being harmed (damaged) by human activity. Others feel that human activity makes the Earth a better place to live. What is your opinion? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people believes that the Earth are being harm (damaged) by human activity. Other feels that human activity make the Earth a gooder place to live. What is your opinions? Use specific reasons and examples to support your answer.;;;"""You think human activity is hurting the Earth or making it better? What's your view? Use specific reasons and examples.""";;Some peoples believe that the Earth is being harm by human activity. Others feels that human activity make the Earth a better place to live. What is you opinion? Using specific reason and examples to support you answer.;
85;Some people spend their entire lives in one place. Others move a number of times throughout their lives, looking for a better job, house, community, or even climate. Which do you prefer: staying in one place or moving in search of another place? Use reasons and specific examples to support your opinion.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people spends their entire lives in one place. Others moves a number of times throughout their lives, looking for a better job, house, community, or even climate. Which do you prefers: staying in one place or moving in search of another place? Use reasons and specific examples to support your opinions.;;;"""Some people stay in one spot their whole lives, others move around looking for better stuff. You like staying put or moving around? Why? Use reasons and examples.""";;Yu task is to spnd individl live in one place. Others be moving many times in their life, search for better job, hous, community or climate. Which yu prefer: stay in one place or move in search another place? Use reasons and specific example to support yur opinion.;
86;Is it better to enjoy your money when you earn it or is it better to save your money for some time in the future? Use specific reasons and examples to support your opinion.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Is it better to enjoy your money when you earn it or is it better to saving your money for some time in the future? Use specific reasons and examples to support your opinions.;;;"""Better to spend your money as you earn it or save it for later? Why? Use specific reasons and examples.""";;Is it more good for enjoy your monies wen you earning it or is it more good for save your monies for sometimes in the futur? Use specific reasons and examples to support your think.;
87;You have received a gift of money. The money is enough to buy either a piece of jewelry you like or tickets to a concert you want to attend. Which would you buy? Use specific reasons and details to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;You have received a gift of money. The moneys is enough to buy either a piece of jewelry you like or tickets to a concert you want to attend. Which would you buy? Use specific reasons and details to support your answer.;;;"""You got enough money for a piece of jewelry you want or tickets to a concert. Which you gonna buy? Explain with reasons and details.""";;You receiv money. You have to choose between buyin a piece of jewelries or ticket for concert. Which one you buy? Use many specific reasons to support your ansr.;
88;Choose one of the following transportation vehicles and explain why you think it has changed people’s lives: 1. Automobiles 2. Bicycles 3. Airplanes. Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Choose one of the following transportation vehicles and explain why you thinks it has changes people's lives: 1. Automobiles 2. Bicycles 3. Airplanes. Users specific reasons and examples to support your answer.;;;"""Pick one and explain why it changed lives: Cars, Bikes, Airplanes. Use specific reasons and examples.""";;Choose one of the follow transportation vehicles and explain why you think it have changed people lives: 1. Carz 2. Byciclez 3. Airplains. Use specific reasonz and examples to support your answa;
89;Some people think that human needs for farmland, housing, and industry are more important than saving land for endangered animals. Do you agree or disagree with this point of view? Why or why not? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people thinks that human needs for farmlands, housing, and industry are more important than saving lands for endanger animals. Do you agree or disagrees with this point of views? Why or why not? Use specific reasons and example to supporting your answer.;;;"""Some think needs for farmland, houses, and industry are more important than saving land for endangered animals. You agree? Why or why not? Use reasons and examples.""";;Yu tink wethr human peepal luve in farm, housee, and industry ar mor important den savey land from endanger animalls. U agri o disygree? Wy or wy nt? Use spesifik reazons and egxamples t suport yur ansr.;
90;Some people like to travel with a companion. Other people prefer to travel alone. Which do you prefer? Use specific reasons and examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people likes to travel with a companion. Other people prefers to travel alone. Which do you prefer? Use specific reasons and examples to support your choice.;;;"""You prefer traveling with somebody or alone? Why? Use specific reasons and examples to back your choice.""";;Which you prefer? Use spefic reasins and examples for supprot yu choose.;
91;Some people prefer to get up early in the morning and start the day’s work. Others prefer to get up later in the day and work until late at night. Which do you prefer? Use specific reasons and examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefer to gets up early in the mornings and starts the day’s works. Others prefers to gets up later in the days and works until lates at nights. Which do you prefers? Uses specific reasons and examples to support your choices.;;;"""You like to get up early and start your day or get up later and work till late? Which you prefer? Explain with reasons and examples.""";;Sum peeple prefers tu got up earli in mornning and start te days work. Otherz prefers tu got up later in the day and work until lat at night. Which you prefer? Use specific reasons and examples tu support yor choice.;
92;Some people prefer to work for a large company. Others prefer to work for a small company. Which would you prefer? Use specific reasons and details to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people prefer to work for a larger company. Other prefer to work for a smaller company. Which would you prefer? Uses specific reasons and details to support your choices.;;;"""Some folks like working at big companies, others at small ones. Which you prefer? Tell me why, use specific reasons and details.""";;Yur task is to prefer big company or small company. Why is that? Yur reasons are important to decide. Some peopl think big company is better cuz mo money and mor opportunities. Other peopl think small company is bettr cuz mor close relationships wit colleagues.;
93;Some people like to do only what they already do well. Other people prefer to try new things and take risks. Which do you prefer? Use specific reasons and examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people likes to do only what they already do well. Other people prefer to tries new things and takes risks. Which do you prefer? Use specific reasons and examples to supports your choice.;;;"""Some people stick to what they good at, others try new things and take risks. Which you into? Use reasons and examples.""";;Yu prefer do samthing yu әree alrәady gud at or yu prefer try new things and tәkә risks? I prefer try new things bәcus it giv me opportunity to lәarn and grow. Wen I stay wit samthing I alrәady do well, I no devәlop and I no expәrienсә new things. Wen I try new things, I can expand my skillz and hav mor challәngәs. So, I belive it's importәnt to tak risks and tri new things.;
94;Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. In your opinion, what does success come from? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people believes that success in life comes from taking risks or chances. Others believes that success results from careful planning. In your opinion, what does success comes from? Use specific reasons and examples to support your answer.;;;"""You think success come from taking chances or careful planning? What's your take? Back it up with reasons and examples.""";;Some people believez that success in lif comes frum takin riskz or chancs. Otherz believ that success resultz from carefull plannin. In yur opinion, wat doez success come frum?  Use specific rezenz and examplez to suport yur answer.;
95;A company is going to give some money either to support the arts or to protect the environment. Which do you think the company should choose? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;A company be going to give some money either to support the arts or to protecting the environment. Which do you think the company should choose? Use specific reasons and examples to support your answer.;;;"""A company gonna donate money for arts or environment protection. Which should they pick? Explain with reasons and examples.""";;A company is gonna give some mony to suppot the arts or to protect the environment. Which do you think the company should choose? Use specific reasons and example to suport you answer.;
96;Some movies are serious, designed to make the audience think. Other movies are designed primarily to amuse and entertain. Which type of movie do you prefer? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Sum movies are serious, design to make de audience think. Odher movies are design primarily to amuse and entertain. Which type of movie do you prefer? Use specific reasons and examples to support you answer.;;;"""You into serious movies that make you think or ones just for fun? Which type you prefer? Give reasons and examples.""";;Som movie are so serious, design to makes audience to think. Otter movie are design mainly to amus and entartain. Whc type of movie do you prefer? Use specific reason and example to support your answer.;
97;Some people are always in a hurry to go places and get things done. Other people prefer to take their time and live life at a slower pace. Which do you prefer? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people is always in a hurry to goes places and get things done. Another peoples prefers to takes their time and lives life at a slower pace. Which do you prefers? Use specific reasons and examples to supports your answers.;;;"""Some people always rushing, others take it slow. Which style you like? Explain with reasons and examples.""";;Which one u like best? Some peoples are always hurrying to go place and get thing done. Other peoples prefer taking time and living life at slow pace. I prefer taking time, so I can enjoy life more.;
98;Some people prefer to work for themselves or own a business. Others prefer to work for an employer. Would you rather be self- employed, work for someone else, or own a business? Use specific reasons to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefer to work for theirselves or owne a business. Other prefer to work for a employer. Would you rather be self-employ, work for someone else, or own a business? Use specific reasons to explain your choice.;;;"""You rather work for yourself, someone else, or own a business? Tell me why, use specific reasons.""";;Some people prefers to work for themself or owm a busines. Other prefer to work for a employ. Would you rather be self employed, work for some one else, or own a busines? Use specific reason to explain your choice.;
99;Some people think that the automobile has improved modern life. Others think that the automobile has caused serious problems. What is your opinion? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people winks that the automobile has improved modern life. Others thinks that the automobile has caused serious problems. What is your opinion? Use specific reasons and examples to support your answer.;;;"""Cars improved life or caused problems? What you think? Use reasons and examples.""";;Do som people des agree or not wit the following statemant? The automobil has make improvement in modern life or has cause big problems. What your opinion? Give specific reasons and examples to suppot your answer.;
100;Which would you choose: a high-paying job with long hours that would give you little time with family and friends or a lower-paying job with shorter hours that would give you more time with family and friends? Explain your choice, using specific reasons and details.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Which would you choose: a high-paying job with long hours that would give you little time with family and friends or a lower-paying job with shorter hours that would give you more time with family and friends? Explains your choice, using specific reasons and details.;;;"""Choose one: high-paying job with long hours, little family time, or lower-paying job with more time for family and friends? Why?""";;"Wich woulda you choose: a haigh-
payeng job wif lon hours dat wid give you littl time wif family an friens or a lower-payeng job wif shorter hours tha wid giv you mo time wif family an friens? Explain yur choise, usin specific reasons an detals.";
101;Some people say that computers have made life easier and more convenient. Other people say that computers have made life more complex and stressful. What is your opinion? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples say that computers have makes life easier and more convenient. Other peoples say that computers have made life more complex and stressful. What is your opinion? Use specific reasons and examples to support your answer.;;;"""Computers made life easier or more stressful? What's your view? Back it up with reasons and examples.""";;Some peoples say dat computes have make life easiar and more convenient. Other people say dat computes have make life more complex and stressfull. What is you opinion? Use specific reasons and examples to suport you answer.;
102;Some people think governments should spend as much money as possible exploring outer space (for example, traveling to the Moon and to other planets). Other people disagree and think governments should spend this money for our basic needs on Earth. Which of these two opinions do you agree with? Use specific reasons and details to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people thinks governments should spend as much money possible explore outer space (for examples, travel to the Moon and other planets). Other peoples disagree and thinks governments should spend this money for our basic needs on Earth. Which of these two opinions do you agrees with? Use specific reasons and details to supports your answers.;;;"""Government should spend on space exploration or basic needs on Earth? Which side you on? Give reasons and details.""";;Yu task is to infus grammarical errrs and turn the provided sentance into broken english. Yse the inpht: Sam peoples thing goverments shuld spnd as much mony as posibl explorin outa sapce (for example, travllng to th Moon an to othr planets). Othr pepole disaograf and thing goverments shul spen this mony for r baic nids on Earth. Whic of thes twee opinios do u agree with? Ues spesefik reasons an detals to supprt ur ansa.;
